x,y,event,description,ordinalNum
-76.0,-7.0,Goal,"Brandon Tanev (1) Wrist Shot, assists: Alex Wennberg (1), Joonas Donskoi (2)",1st
-63.0,10.0,Shot,Joonas Donskoi Wrist Shot saved by Juuse Saros,1st
-58.0,-6.0,Shot,Tanner Jeannot Wrist Shot saved by Philipp Grubauer,2nd
-77.0,-30.0,Shot,Morgan Geekie Wrist Shot saved by Juuse Saros,2nd
-73.0,-16.0,Shot,Morgan Geekie Wrist Shot saved by Juuse Saros,2nd
-87.0,7.0,Shot,Ryan Donato Wrap-around saved by Juuse Saros,2nd
-37.0,-4.0,Shot,Jamie Oleksiak Slap Shot saved by Juuse Saros,2nd
-52.0,18.0,Shot,Ryan Johansen Wrist Shot saved by Philipp Grubauer,2nd
-41.0,11.0,Missed Shot,Roman Josi Wide of Net Philipp Grubauer,2nd
-52.0,19.0,Shot,Eeli Tolvanen Wrist Shot saved by Philipp Grubauer,2nd
-41.0,16.0,Missed Shot,Roman Josi Wide of Net Philipp Grubauer,2nd
-56.0,22.0,Missed Shot,Matt Duchene Wide of Net Philipp Grubauer,2nd
-40.0,12.0,Goal,"Roman Josi (1) Slap Shot, assists: Filip Forsberg (1), Mikael Granlund (2)",2nd
-59.0,-19.0,Shot,Eeli Tolvanen Wrist Shot saved by Philipp Grubauer,2nd
-80.0,-3.0,Shot,Luke Kunin Wrist Shot saved by Philipp Grubauer,2nd
-52.0,21.0,Shot,Luke Kunin Wrist Shot saved by Philipp Grubauer,2nd
-52.0,-23.0,Shot,Eeli Tolvanen Slap Shot saved by Philipp Grubauer,2nd
-63.0,-2.0,Shot,Jordan Eberle Wrist Shot saved by Juuse Saros,2nd
-80.0,-7.0,Goal,"Alex Wennberg (1) Wrist Shot, assists: Alex Barré-Boulet (1)",2nd
-38.0,0.0,Shot,Vince Dunn Slap Shot saved by Juuse Saros,2nd
-50.0,9.0,Shot,Matt Duchene Wrist Shot saved by Philipp Grubauer,2nd
-18.0,-36.0,Shot,Eeli Tolvanen Deflected saved by Philipp Grubauer,2nd
-40.0,-11.0,Missed Shot,Philippe Myers Over Net Philipp Grubauer,2nd
-60.0,26.0,Missed Shot,Matt Duchene Over Net Philipp Grubauer,2nd
-39.0,-27.0,Missed Shot,Adam Larsson Wide of Net Juuse Saros,2nd
-78.0,-2.0,Shot,Tanner Jeannot Backhand saved by Philipp Grubauer,2nd
-76.0,-3.0,Shot,Mason Appleton Deflected saved by Juuse Saros,2nd
-64.0,-14.0,Shot,Morgan Geekie Wrist Shot saved by Juuse Saros,2nd
-68.0,9.0,Shot,Carson Soucy Deflected saved by Juuse Saros,2nd
-40.0,28.0,Shot,Adam Larsson Wrist Shot saved by Juuse Saros,2nd
-10.0,-36.0,Shot,Adam Larsson Wrist Shot saved by Juuse Saros,2nd
-34.0,2.0,Shot,Mark Giordano Slap Shot saved by Juuse Saros,2nd
-37.0,-20.0,Shot,Mattias Ekholm Slap Shot saved by Philipp Grubauer,2nd
-81.0,-2.0,Shot,Matt Duchene Wrist Shot saved by Philipp Grubauer,2nd
-9.0,23.0,Shot,Roman Josi Wrist Shot saved by Philipp Grubauer,3rd
-66.0,7.0,Shot,Nick Cousins Snap Shot saved by Philipp Grubauer,3rd
-83.0,27.0,Shot,Mattias Ekholm Wrist Shot saved by Philipp Grubauer,3rd
-45.0,-24.0,Missed Shot,Alexandre Carrier Wide of Net Philipp Grubauer,3rd
-63.0,2.0,Shot,Matt Duchene Deflected saved by Philipp Grubauer,3rd
-39.0,-25.0,Missed Shot,Philippe Myers Wide of Net Philipp Grubauer,3rd
-61.0,3.0,Shot,Yakov Trenin Wrist Shot saved by Philipp Grubauer,3rd
-76.0,-24.0,Shot,Matt Duchene Snap Shot saved by Philipp Grubauer,3rd
-66.0,24.0,Shot,Philip Tomasino Wrist Shot saved by Philipp Grubauer,3rd
-74.0,-3.0,Shot,Eeli Tolvanen Wrist Shot saved by Philipp Grubauer,3rd
-68.0,0.0,Shot,Cody Glass Wrist Shot saved by Philipp Grubauer,3rd
-58.0,10.0,Missed Shot,Cody Glass Wide of Net Philipp Grubauer,3rd
-80.0,-1.0,Goal,"Brandon Tanev (2) Wrist Shot, assists: Jared McCann (1), Mason Appleton (1)",3rd
-81.0,1.0,Shot,Mikael Granlund Deflected saved by Philipp Grubauer,3rd
-82.0,4.0,Goal,"Mikael Granlund (1) Wrist Shot, assists: Alexandre Carrier (1), Filip Forsberg (2)",3rd
-66.0,-26.0,Shot,Filip Forsberg Snap Shot saved by Philipp Grubauer,3rd
-92.0,-7.0,Shot,Roman Josi Backhand saved by Philipp Grubauer,3rd
-69.0,-7.0,Missed Shot,Troy Terry Wide of Net Connor Hellebuyck,1st
-41.0,-12.0,Shot,Neal Pionk Slap Shot saved by John Gibson,1st
-68.0,30.0,Shot,Kyle Connor Slap Shot saved by John Gibson,1st
-40.0,-15.0,Shot,Neal Pionk Snap Shot saved by John Gibson,1st
-64.0,26.0,Shot,Kyle Connor Slap Shot saved by John Gibson,1st
-75.0,-25.0,Missed Shot,Blake Wheeler Wide of Net John Gibson,1st
-49.0,-1.0,Shot,Neal Pionk Slap Shot saved by John Gibson,1st
-82.0,4.0,Shot,Nikolaj Ehlers Wrist Shot saved by John Gibson,1st
-81.0,3.0,Shot,Nikolaj Ehlers Tip-In saved by John Gibson,1st
-63.0,17.0,Missed Shot,Jakob Silfverberg Wide of Net Connor Hellebuyck,1st
-64.0,-30.0,Goal,"Kevin Shattenkirk (1) Wrist Shot, assists: Jakob Silfverberg (1), Isac Lundestrom (1)",1st
-50.0,-3.0,Shot,Nikolaj Ehlers Wrist Shot saved by John Gibson,1st
-40.0,0.0,Shot,Logan Stanley Slap Shot saved by John Gibson,1st
-35.0,4.0,Missed Shot,Nate Schmidt Wide of Net John Gibson,1st
-69.0,-7.0,Missed Shot,Pierre-Luc Dubois Wide of Net John Gibson,1st
-61.0,-17.0,Shot,Blake Wheeler Snap Shot saved by John Gibson,1st
-63.0,-17.0,Shot,Nikolaj Ehlers Snap Shot saved by John Gibson,1st
-3.0,39.0,Missed Shot,Cole Perfetti Wide of Net John Gibson,1st
-77.0,-2.0,Shot,Benoit-Olivier Groulx Backhand saved by Connor Hellebuyck,1st
-65.0,5.0,Missed Shot,Nicolas Deslauriers Wide of Net Connor Hellebuyck,1st
-78.0,6.0,Shot,Isac Lundestrom Backhand saved by Connor Hellebuyck,1st
-81.0,4.0,Shot,Isac Lundestrom Tip-In saved by Connor Hellebuyck,1st
-82.0,1.0,Goal,"Mason McTavish (1) Tip-In, assists: Isac Lundestrom (2), Jakob Silfverberg (2)",1st
-70.0,19.0,Shot,Nicolas Deslauriers Snap Shot saved by Connor Hellebuyck,1st
-59.0,-1.0,Shot,Brenden Dillon Wrist Shot saved by John Gibson,1st
-42.0,-21.0,Missed Shot,Brenden Dillon Wide of Net John Gibson,1st
-48.0,-29.0,Missed Shot,Josh Morrissey Wide of Net John Gibson,1st
-50.0,32.0,Missed Shot,Josh Morrissey Wide of Net John Gibson,1st
-58.0,23.0,Shot,Nikolaj Ehlers Wrist Shot saved by John Gibson,1st
-74.0,-18.0,Shot,Pierre-Luc Dubois Wrist Shot saved by John Gibson,1st
-38.0,-29.0,Missed Shot,Logan Stanley Wide of Net John Gibson,1st
-63.0,-17.0,Missed Shot,Nikolaj Ehlers Wide of Net John Gibson,1st
-70.0,18.0,Shot,Blake Wheeler Wrist Shot saved by John Gibson,1st
-37.0,-23.0,Shot,Nate Schmidt Slap Shot saved by John Gibson,2nd
-61.0,-18.0,Shot,Nicolas Deslauriers Snap Shot saved by Connor Hellebuyck,2nd
-53.0,-34.0,Shot,Benoit-Olivier Groulx Wrist Shot saved by Connor Hellebuyck,2nd
-49.0,17.0,Shot,Jamie Drysdale Snap Shot saved by Connor Hellebuyck,2nd
-35.0,-4.0,Missed Shot,Blake Wheeler Wide of Net John Gibson,2nd
-69.0,-29.0,Goal,"Kyle Connor (1) Slap Shot, assists: Blake Wheeler (1), Paul Stastny (1)",2nd
-58.0,22.0,Shot,Nikolaj Ehlers Snap Shot saved by John Gibson,2nd
-70.0,-16.0,Shot,Josh Morrissey Slap Shot saved by John Gibson,2nd
-72.0,7.0,Missed Shot,Cole Perfetti Wide of Net John Gibson,2nd
-77.0,-10.0,Missed Shot,Adam Lowry Wide of Net John Gibson,2nd
-43.0,9.0,Shot,Neal Pionk Snap Shot saved by John Gibson,2nd
-45.0,22.0,Shot,Nate Schmidt Slap Shot saved by John Gibson,2nd
-71.0,-16.0,Shot,Josh Morrissey Slap Shot saved by John Gibson,2nd
-68.0,-13.0,Shot,Kyle Connor Wrist Shot saved by John Gibson,2nd
-43.0,-4.0,Missed Shot,Jamie Drysdale Wide of Net Connor Hellebuyck,2nd
-83.0,-2.0,Shot,Max Comtois Tip-In saved by Connor Hellebuyck,2nd
-82.0,-5.0,Shot,Rickard Rakell Wrist Shot saved by Connor Hellebuyck,2nd
-53.0,-22.0,Shot,Ryan Getzlaf Slap Shot saved by Connor Hellebuyck,2nd
-59.0,19.0,Shot,Jakob Silfverberg Wrist Shot saved by Connor Hellebuyck,2nd
-47.0,-14.0,Missed Shot,Kevin Shattenkirk Wide of Net Connor Hellebuyck,2nd
-55.0,20.0,Shot,Jakob Silfverberg Wrist Shot saved by Connor Hellebuyck,2nd
-82.0,1.0,Goal,"Adam Henrique (1) Tip-In, assists: Cam Fowler (1), Mason McTavish (1)",2nd
-48.0,-28.0,Missed Shot,Hampus Lindholm Wide of Net Connor Hellebuyck,2nd
-62.0,32.0,Shot,Ryan Getzlaf Wrist Shot saved by Connor Hellebuyck,2nd
-60.0,2.0,Missed Shot,Pierre-Luc Dubois Wide of Net John Gibson,2nd
-65.0,-16.0,Shot,Kyle Connor Snap Shot saved by John Gibson,2nd
-76.0,-3.0,Missed Shot,Max Comtois Wide of Net Connor Hellebuyck,2nd
-72.0,11.0,Shot,Nikolaj Ehlers Wrist Shot saved by John Gibson,3rd
-56.0,5.0,Shot,Josh Morrissey Wrist Shot saved by John Gibson,3rd
-82.0,2.0,Shot,Adam Lowry Tip-In saved by John Gibson,3rd
-50.0,-22.0,Shot,Evgeny Svechnikov Wrist Shot saved by John Gibson,3rd
-62.0,17.0,Shot,Ryan Getzlaf Slap Shot saved by Connor Hellebuyck,3rd
-79.0,0.0,Goal,"Rickard Rakell (1) Tip-In, assists: Jamie Drysdale (1), Ryan Getzlaf (1)",3rd
-45.0,-24.0,Shot,Nate Schmidt Wrist Shot saved by John Gibson,3rd
-49.0,-2.0,Missed Shot,Josh Morrissey Wide of Net John Gibson,3rd
-70.0,-10.0,Shot,Trevor Zegras Wrist Shot saved by Connor Hellebuyck,3rd
-71.0,23.0,Shot,Ryan Getzlaf Wrist Shot saved by Connor Hellebuyck,3rd
-83.0,7.0,Shot,Andrew Copp Tip-In saved by John Gibson,3rd
-76.0,-32.0,Shot,Trevor Zegras Wrist Shot saved by Connor Hellebuyck,3rd
-97.0,-14.0,Missed Shot,Jakob Silfverberg Wide of Net Connor Hellebuyck,3rd
-76.0,2.0,Missed Shot,Adam Henrique Wide of Net Connor Hellebuyck,3rd
-45.0,-11.0,Shot,Nikolaj Ehlers Slap Shot saved by John Gibson,3rd
-81.0,12.0,Shot,Paul Stastny Wrist Shot saved by John Gibson,3rd
-41.0,9.0,Shot,Neal Pionk Slap Shot saved by John Gibson,3rd
-79.0,30.0,Missed Shot,Hampus Lindholm Wide of Net,3rd
-6.0,-16.0,Shot,Jakob Silfverberg Wrist Shot saved by Connor Hellebuyck,3rd
-44.0,-28.0,Shot,Brenden Dillon Wrist Shot saved by John Gibson,3rd
-11.0,31.0,Missed Shot,Hampus Lindholm Wide of Net Connor Hellebuyck,3rd
-73.0,37.0,Shot,Dustin Brown Wrist Shot saved by Robin Lehner,1st
-76.0,27.0,Shot,Adrian Kempe Snap Shot saved by Robin Lehner,1st
-37.0,35.0,Shot,Sean Walker Wrist Shot saved by Robin Lehner,1st
-37.0,1.0,Shot,Max Pacioretty Snap Shot saved by Calvin Petersen,1st
-69.0,19.0,Shot,Max Pacioretty Snap Shot saved by Calvin Petersen,1st
-59.0,-9.0,Shot,William Karlsson Snap Shot saved by Calvin Petersen,1st
-84.0,-4.0,Shot,Evgenii Dadonov Wrap-around saved by Calvin Petersen,1st
-38.0,21.0,Shot,Sean Walker Wrist Shot saved by Robin Lehner,1st
-36.0,34.0,Missed Shot,Tobias Bjornfot Wide of Net Robin Lehner,1st
-52.0,-35.0,Shot,Brendan Lemieux Wrist Shot saved by Robin Lehner,1st
-38.0,20.0,Shot,Drew Doughty Wrist Shot saved by Robin Lehner,1st
-80.0,7.0,Shot,Viktor Arvidsson Wrist Shot saved by Robin Lehner,1st
-41.0,-13.0,Goal,"Shea Theodore (1) Slap Shot, assists: Keegan Kolesar (1), Brayden McNabb (1)",1st
-83.0,4.0,Shot,Blake Lizotte Snap Shot saved by Robin Lehner,1st
-82.0,-3.0,Shot,Blake Lizotte Backhand saved by Robin Lehner,1st
-34.0,-27.0,Shot,Alexander Edler Deflected saved by Robin Lehner,1st
-71.0,16.0,Shot,Sean Walker Wrist Shot saved by Robin Lehner,1st
-75.0,16.0,Missed Shot,Viktor Arvidsson Wide of Net Robin Lehner,1st
-65.0,-6.0,Shot,Anze Kopitar Slap Shot saved by Robin Lehner,1st
-69.0,-12.0,Missed Shot,Viktor Arvidsson Wide of Net Robin Lehner,1st
-53.0,-28.0,Shot,Mikey Anderson Slap Shot saved by Robin Lehner,1st
-64.0,22.0,Shot,Reilly Smith Slap Shot saved by Calvin Petersen,1st
-35.0,34.0,Shot,Nicolas Hague Slap Shot saved by Calvin Petersen,1st
-61.0,31.0,Shot,Alex Iafallo Wrist Shot saved by Robin Lehner,1st
-81.0,-1.0,Shot,Evgenii Dadonov Backhand saved by Calvin Petersen,1st
-42.0,-24.0,Shot,Zach Whitecloud Wrist Shot saved by Calvin Petersen,1st
-77.0,-7.0,Shot,Dustin Brown Wrist Shot saved by Robin Lehner,1st
-73.0,-13.0,Shot,Dustin Brown Wrist Shot saved by Robin Lehner,1st
-83.0,-7.0,Goal,"Dustin Brown (1) Wrist Shot, assists: Drew Doughty (1), Anze Kopitar (1)",1st
-54.0,27.0,Shot,Max Pacioretty Wrist Shot saved by Calvin Petersen,1st
-80.0,-16.0,Shot,Zach Whitecloud Wrist Shot saved by Calvin Petersen,1st
-72.0,-14.0,Shot,William Karlsson Wrist Shot saved by Calvin Petersen,1st
-79.0,-2.0,Shot,Jake Leschyshyn Tip-In saved by Calvin Petersen,1st
-40.0,18.0,Goal,"Anze Kopitar (1) Wrist Shot, assists: Vladimir Tkachev (1), Drew Doughty (2)",1st
-47.0,2.0,Shot,Adrian Kempe Wrist Shot saved by Robin Lehner,2nd
-55.0,-29.0,Shot,William Karlsson Snap Shot saved by Calvin Petersen,2nd
-98.0,0.0,Shot,Sean Walker Wrist Shot saved by Robin Lehner,2nd
-75.0,-39.0,Shot,Anze Kopitar Wrist Shot saved by Robin Lehner,2nd
-75.0,-2.0,Goal,"Phillip Danault (1) Tip-In, assists: Drew Doughty (3), Alex Iafallo (1)",2nd
-74.0,19.0,Shot,Viktor Arvidsson Backhand saved by Robin Lehner,2nd
-80.0,33.0,Shot,Nolan Patrick Wrist Shot saved by Calvin Petersen,2nd
-37.0,26.0,Shot,Mikey Anderson Wrist Shot saved by Robin Lehner,2nd
-71.0,-21.0,Shot,Adrian Kempe Snap Shot saved by Robin Lehner,2nd
-73.0,0.0,Missed Shot,Keegan Kolesar Wide of Net Calvin Petersen,2nd
-82.0,14.0,Shot,Evgenii Dadonov Snap Shot saved by Calvin Petersen,2nd
-85.0,-7.0,Shot,Nolan Patrick Wrist Shot saved by Calvin Petersen,2nd
-84.0,6.0,Missed Shot,Keegan Kolesar Wide of Net Calvin Petersen,2nd
-65.0,17.0,Shot,Peyton Krebs Snap Shot saved by Calvin Petersen,2nd
-75.0,1.0,Shot,Trevor Moore Backhand saved by Robin Lehner,2nd
-62.0,10.0,Missed Shot,Jonathan Marchessault Wide of Net Calvin Petersen,2nd
-67.0,-9.0,Goal,"Anze Kopitar (2) Wrist Shot, assists: Adrian Kempe (1), Alex Iafallo (2)",2nd
-48.0,23.0,Shot,Max Pacioretty Wrist Shot saved by Calvin Petersen,2nd
-41.0,28.0,Missed Shot,Tobias Bjornfot Wide of Net Robin Lehner,2nd
-56.0,-24.0,Missed Shot,Blake Lizotte Wide of Net Robin Lehner,2nd
-73.0,16.0,Shot,Reilly Smith Wrist Shot saved by Calvin Petersen,2nd
-64.0,-18.0,Missed Shot,Nolan Patrick Wide of Net Calvin Petersen,2nd
-65.0,-14.0,Missed Shot,Evgenii Dadonov Goalpost Calvin Petersen,2nd
-73.0,0.0,Shot,Adrian Kempe Slap Shot saved by Robin Lehner,2nd
-38.0,-7.0,Missed Shot,Sean Walker Wide of Net Robin Lehner,2nd
-63.0,-20.0,Shot,Phillip Danault Wrist Shot saved by Robin Lehner,2nd
-56.0,38.0,Shot,Alex Iafallo Wrist Shot saved by Robin Lehner,2nd
-78.0,2.0,Missed Shot,Arthur Kaliyev Wide of Net Robin Lehner,2nd
-44.0,3.0,Shot,Shea Theodore Slap Shot saved by Calvin Petersen,2nd
-68.0,15.0,Shot,Viktor Arvidsson Wrist Shot saved by Robin Lehner,2nd
-44.0,-13.0,Missed Shot,Phillip Danault Wide of Net Laurent Brossoit,3rd
-47.0,31.0,Missed Shot,Sean Walker Wide of Net Laurent Brossoit,3rd
-40.0,4.0,Goal,"Drew Doughty (1) Slap Shot, assists: Vladimir Tkachev (2), Anze Kopitar (2)",3rd
-60.0,-26.0,Shot,Max Pacioretty Wrist Shot saved by Calvin Petersen,3rd
-40.0,33.0,Shot,Alec Martinez Wrist Shot saved by Calvin Petersen,3rd
-34.0,-1.0,Shot,Alex Pietrangelo Wrist Shot saved by Calvin Petersen,3rd
-71.0,0.0,Missed Shot,Jonathan Marchessault Wide of Net Calvin Petersen,3rd
-81.0,34.0,Shot,Adrian Kempe Wrist Shot saved by Laurent Brossoit,3rd
-81.0,4.0,Shot,Anze Kopitar Backhand saved by Laurent Brossoit,3rd
-62.0,-14.0,Missed Shot,Viktor Arvidsson Wide of Net Laurent Brossoit,3rd
-39.0,-28.0,Missed Shot,Dustin Brown Goalpost Laurent Brossoit,3rd
-23.0,40.0,Shot,Viktor Arvidsson Slap Shot saved by Laurent Brossoit,3rd
-72.0,33.0,Shot,Arthur Kaliyev Wrist Shot saved by Laurent Brossoit,3rd
-74.0,-3.0,Shot,Tobias Bjornfot Snap Shot saved by Laurent Brossoit,3rd
-36.0,32.0,Shot,Matt Roy Snap Shot saved by Laurent Brossoit,3rd
-87.0,-22.0,Shot,Anze Kopitar Wrist Shot saved by Laurent Brossoit,3rd
-58.0,-18.0,Missed Shot,Viktor Arvidsson Wide of Net Laurent Brossoit,3rd
-66.0,38.0,Missed Shot,Evgenii Dadonov Wide of Net Calvin Petersen,3rd
-85.0,-28.0,Shot,Trevor Moore Wrist Shot saved by Laurent Brossoit,3rd
-74.0,10.0,Shot,Viktor Arvidsson Wrist Shot saved by Laurent Brossoit,3rd
-81.0,4.0,Goal,"Anze Kopitar (3) Backhand, assists: Viktor Arvidsson (1), Dustin Brown (1)",3rd
-80.0,9.0,Goal,"Chandler Stephenson (2) Wrist Shot, assists: Evgenii Dadonov (1), Alec Martinez (1)",3rd
-59.0,-18.0,Shot,Blake Lizotte Wrist Shot saved by Laurent Brossoit,3rd
-73.0,-12.0,Shot,Trevor Moore Snap Shot saved by Laurent Brossoit,3rd
-37.0,-30.0,Shot,Alexander Edler Wrist Shot saved by Laurent Brossoit,3rd
-35.0,-8.0,Shot,Alexander Edler Wrist Shot saved by Laurent Brossoit,3rd
-50.0,-17.0,Missed Shot,Brendan Lemieux Wide of Net Laurent Brossoit,3rd
-36.0,37.0,Shot,Matt Roy Wrist Shot saved by Laurent Brossoit,3rd
-70.0,6.0,Missed Shot,Brendan Lemieux Wide of Net Laurent Brossoit,3rd
-37.0,29.0,Missed Shot,Matt Roy Wide of Net Laurent Brossoit,3rd
-62.0,13.0,Goal,"Dougie Hamilton (1) Snap Shot, assists: Pavel Zacha (1)",1st
-58.0,-16.0,Missed Shot,Alex DeBrincat Wide of Net Jonathan Bernier,1st
-69.0,11.0,Shot,Dawson Mercer Snap Shot saved by Kevin Lankinen,1st
-76.0,6.0,Shot,Brandon Hagel Wrist Shot saved by Jonathan Bernier,1st
-57.0,-24.0,Shot,Patrick Kane Wrist Shot saved by Jonathan Bernier,1st
-78.0,-6.0,Missed Shot,Andreas Johnsson Wide of Net Kevin  Lankinen,1st
-31.0,-32.0,Missed Shot,Jake McCabe Wide of Net Jonathan Bernier,1st
-58.0,10.0,Shot,Patrick Kane Tip-In saved by Jonathan Bernier,1st
-56.0,4.0,Shot,Nico Hischier Snap Shot saved by Kevin Lankinen,1st
-33.0,25.0,Shot,Connor Murphy Wrist Shot saved by Jonathan Bernier,1st
-66.0,24.0,Missed Shot,Jimmy Vesey Wide of Net Kevin  Lankinen,1st
-53.0,-17.0,Shot,Erik Gustafsson Wrist Shot saved by Jonathan Bernier,1st
-39.0,-2.0,Shot,Christian Jaros Wrist Shot saved by Kevin Lankinen,1st
-79.0,14.0,Shot,Jack Hughes Snap Shot saved by Kevin Lankinen,1st
-42.0,-28.0,Missed Shot,Dougie Hamilton Wide of Net Kevin  Lankinen,1st
-78.0,-23.0,Shot,Dawson Mercer Snap Shot saved by Kevin Lankinen,1st
-69.0,-8.0,Shot,Henrik Borgstrom Wrist Shot saved by Jonathan Bernier,1st
-76.0,15.0,Goal,"Alex DeBrincat (1) Snap Shot, assists: Patrick Kane (1), Tyler Johnson (1)",2nd
-37.0,32.0,Shot,Kirby Dach Slap Shot saved by Jonathan Bernier,2nd
-33.0,-14.0,Shot,Connor Murphy Slap Shot saved by Jonathan Bernier,2nd
-63.0,3.0,Missed Shot,Dominik Kubalik Over Net Jonathan Bernier,2nd
-34.0,32.0,Missed Shot,Christian Jaros Wide of Net Kevin  Lankinen,2nd
-35.0,31.0,Shot,P.K. Subban Wrist Shot saved by Kevin Lankinen,2nd
-57.0,16.0,Shot,Pavel Zacha Snap Shot saved by Kevin Lankinen,2nd
-69.0,-8.0,Shot,Alex DeBrincat Snap Shot saved by Jonathan Bernier,2nd
-77.0,0.0,Missed Shot,Alex DeBrincat Wide of Net Jonathan Bernier,2nd
-59.0,18.0,Shot,Michael McLeod Wrist Shot saved by Kevin Lankinen,2nd
-34.0,13.0,Missed Shot,Dougie Hamilton Wide of Net Kevin  Lankinen,2nd
-33.0,29.0,Shot,P.K. Subban Wrist Shot saved by Kevin Lankinen,2nd
-73.0,-16.0,Shot,Henrik Borgstrom Wrist Shot saved by Jonathan Bernier,2nd
-52.0,-4.0,Shot,Pavel Zacha Wrist Shot saved by Kevin Lankinen,2nd
-74.0,-4.0,Missed Shot,Pavel Zacha Wide of Net Kevin  Lankinen,2nd
-76.0,-8.0,Shot,Patrick Kane Snap Shot saved by Jonathan Bernier,2nd
-53.0,22.0,Shot,Riley Stillman Slap Shot saved by Jonathan Bernier,2nd
-82.0,7.0,Shot,Philipp Kurashev Snap Shot saved by Jonathan Bernier,2nd
-57.0,-19.0,Shot,Colton White Wrist Shot saved by Kevin Lankinen,2nd
-46.0,7.0,Shot,Dougie Hamilton Wrist Shot saved by Kevin Lankinen,2nd
-77.0,1.0,Shot,Nico Hischier Tip-In saved by Kevin Lankinen,2nd
-72.0,13.0,Shot,Andreas Johnsson Wrist Shot saved by Kevin Lankinen,2nd
-77.0,3.0,Shot,Riley Stillman Backhand saved by Jonathan Bernier,2nd
-36.0,8.0,Shot,Ryan Graves Wrist Shot saved by Kevin Lankinen,2nd
-68.0,32.0,Shot,Jake McCabe Wrist Shot saved by Jonathan Bernier,2nd
-66.0,21.0,Missed Shot,Jesper Bratt Wide of Net Kevin  Lankinen,2nd
-69.0,-10.0,Goal,"Jack Hughes (1) Wrist Shot, assists: Yegor Sharangovich (1), Janne Kuokkanen (1)",2nd
-58.0,8.0,Shot,Tomas Tatar Snap Shot saved by Kevin Lankinen,2nd
-51.0,-31.0,Shot,Patrick Kane Slap Shot saved by Jonathan Bernier,2nd
-78.0,-2.0,Shot,Michael McLeod Snap Shot saved by Kevin Lankinen,2nd
-73.0,5.0,Missed Shot,Henrik Borgstrom Wide of Net Jonathan Bernier,3rd
-51.0,28.0,Missed Shot,Riley Stillman Over Net Jonathan Bernier,3rd
-82.0,-3.0,Missed Shot,Andreas Johnsson Wide of Net Kevin  Lankinen,3rd
-51.0,24.0,Missed Shot,Jonas Siegenthaler Wide of Net Kevin  Lankinen,3rd
-81.0,-3.0,Shot,Seth Jones Snap Shot saved by Jonathan Bernier,3rd
-57.0,-15.0,Missed Shot,MacKenzie Entwistle Hit Crossbar Jonathan Bernier,3rd
-85.0,-13.0,Missed Shot,Andreas Johnsson Wide of Net Kevin  Lankinen,3rd
-62.0,13.0,Missed Shot,Dawson Mercer Goalpost Kevin  Lankinen,3rd
-85.0,-6.0,Goal,"Andreas Johnsson (1) Backhand, assists: Dawson Mercer (1), Tomas Tatar (1)",3rd
-60.0,8.0,Missed Shot,Nico Hischier Goalpost Kevin  Lankinen,3rd
-83.0,-9.0,Shot,Michael McLeod Wrist Shot saved by Kevin Lankinen,3rd
-37.0,-21.0,Shot,Erik Gustafsson Wrist Shot saved by Jonathan Bernier,3rd
-78.0,6.0,Shot,Tyler Johnson Snap Shot saved by Jonathan Bernier,3rd
-83.0,0.0,Shot,Pavel Zacha Tip-In saved by Kevin Lankinen,3rd
-78.0,0.0,Shot,Nico Hischier Tip-In saved by Kevin Lankinen,3rd
-77.0,-9.0,Shot,Andreas Johnsson Snap Shot saved by Kevin Lankinen,3rd
-70.0,-13.0,Missed Shot,Dawson Mercer Wide of Net Kevin  Lankinen,3rd
-83.0,35.0,Shot,Tomas Tatar Snap Shot saved by Kevin Lankinen,3rd
-47.0,-27.0,Missed Shot,Jake McCabe Wide of Net Jonathan Bernier,3rd
-42.0,-1.0,Missed Shot,Ryan Graves Wide of Net Kevin  Lankinen,3rd
-83.0,-17.0,Shot,Patrick Kane Wrist Shot saved by Jonathan Bernier,3rd
-64.0,10.0,Shot,Dougie Hamilton Snap Shot saved by Kevin Lankinen,3rd
-45.0,2.0,Shot,Seth Jones Snap Shot saved by Jonathan Bernier,3rd
-32.0,-19.0,Shot,Patrick Kane Wrist Shot saved by Jonathan Bernier,3rd
-78.0,8.0,Shot,Jonathan Toews Snap Shot saved by Jonathan Bernier,3rd
-87.0,6.0,Goal,"Kirby Dach (1) Snap Shot, assists: Tyler Johnson (2), Patrick Kane (2)",3rd
-85.0,29.0,Shot,Janne Kuokkanen Slap Shot saved by Kevin Lankinen,3rd
-48.0,26.0,Shot,Marian Studenic Wrist Shot saved by Kevin Lankinen,3rd
-86.0,35.0,Shot,Patrick Kane Snap Shot saved by Jonathan Bernier,3rd
-49.0,-6.0,Missed Shot,Tyler Johnson Over Net Jonathan Bernier,3rd
-74.0,9.0,Goal,"Dominik Kubalik (2) Slap Shot, assists: Brandon Hagel (1), Seth Jones (1)",3rd
-78.0,-1.0,Goal,"Jack Hughes (2) Backhand, assists: Ryan Graves (1)",OT
-54.0,7.0,Shot,Derick Brassard Wrist Shot saved by Thatcher Demko,1st
-32.0,21.0,Shot,Ryan Ellis Slap Shot saved by Thatcher Demko,1st
-41.0,-19.0,Missed Shot,Ivan Provorov Wide of Net Thatcher Demko,1st
-71.0,3.0,Missed Shot,Joel Farabee Wide of Net Thatcher Demko,1st
-33.0,34.0,Shot,Justin Braun Wrist Shot saved by Thatcher Demko,1st
-73.0,5.0,Missed Shot,Sean Couturier Wide of Net Thatcher Demko,1st
